,Decision Tree,Decision Tree (OS),Random Forest,Random Forest (OS),Neural Network,Neural Network (OS)
0,1.0,0.757201646090535,1.0,0.897119341563786,1.0,0.7613168724279835
1,0.7756286266924565,0.7195357833655706,0.8762088974854932,0.6634429400386848,0.8355899419729207,0.48549323017408125
2,0.1491031390134529,0.6603139013452914,0.04035874439461883,0.42376681614349776,0.09641255605381166,0.6322869955156951
3,1.0,0.6727272727272727,1.0,0.8121212121212121,1.0,1.0
