,Decision Tree,Decision Tree (OS),Random Forest,Random Forest (OS),Neural Network,Neural Network (OS)
0,0.0,0.2071156289707751,0.0,0.08005082592121983,0.0,0.193138500635324
1,0.14615384615384616,0.23307692307692307,0.04230769230769231,0.24,0.09538461538461539,0.4153846153846154
2,0.812972972972973,0.33513513513513515,0.9102702702702703,0.547027027027027,0.867027027027027,0.34702702702702704
3,0.0,0.19188861985472155,0.0,0.07808716707021791,0.0,0.0
