,Decision Tree,Decision Tree (OS),Random Forest,Random Forest (OS),Neural Network,Neural Network (OS)
0,0.0,0.24279835390946503,0.0,0.102880658436214,0.0,0.23868312757201646
1,0.22437137330754353,0.2804642166344294,0.12379110251450677,0.3365570599613153,0.1644100580270793,0.5145067698259188
2,0.850896860986547,0.3396860986547085,0.9596412556053812,0.5762331838565022,0.9035874439461884,0.36771300448430494
3,0.0,0.32727272727272727,0.0,0.18787878787878787,0.0,0.0
