,Linear Regression,Stepwise Regression,Support Vector Regression,K-Nearest Neighbors
0,0.8662630709961475,0.8662630709961475,0.8662630709961475,0.8618602091359384
1,0.5553109521188773,0.5575123830489819,0.6813428728673638,0.5277930654925702
2,0.5101816180517337,0.5123830489818382,0.527242707760044,0.5030269675288938
3,0.9091909741331866,0.9091909741331866,0.9091909741331866,0.9086406164006604
