,Linear Regression,Stepwise Regression,Support Vector Regression,K-Nearest Neighbors
0,0.0,0.0,0.0,0.012345679012345678
1,0.5203094777562862,0.5222437137330754,0.2862669245647969,0.46421663442940037
2,0.554932735426009,0.5582959641255605,0.8363228699551569,0.5414798206278026
3,0.0,0.0,0.0,0.012121212121212121
