,Decision Tree,Decision Tree (OS),Random Forest,Random Forest (OS),Neural Network,Neural Network (OS)
0,0.8662630709961475,0.7193175564116676,0.8662630709961475,0.8106769400110072,0.8662630709961475,0.7308750687947165
1,0.6747385800770501,0.6285085305448541,0.7204182718767199,0.639515685195377,0.6940011007154651,0.5646670335718217
2,0.5129334067143644,0.5052283984589984,0.5167859108420473,0.5134837644468905,0.5112823335167859,0.5129334067143644
3,0.9091909741331866,0.7644468904788112,0.9091909741331866,0.8552559163456247,0.9091909741331866,0.9091909741331866
